Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
AAA,2013.01.24.,,,,,,,,,HUF,,1.76170475E10
AAA,2013.01.25.,,,,,,,,,HUF,,1.76170475E10
AAA,2013.01.28.,265.0,2536.0,672040.0,2261.923193430043,3,265.0,265.0,265.0,HUF,265.0,1.7955836875E10
AAA,2013.01.29.,271.0,1250.0,339000.0,1139.8022997780915,3,270.0,270.0,272.0,HUF,271.2,1.8362384125E10
AAA,2013.01.30.,257.0,3800.0,983000.0,3331.0742121314806,2,265.0,257.0,265.0,HUF,258.6842105263158,1.7413773875E10
AAA,2013.01.31.,,,,,,,,,HUF,,1.7413773875E10
AAA,2013.02.01.,,,,,,,,,HUF,,1.7413773875E10
AAA,2013.02.04.,,,,,,,,,HUF,,1.7413773875E10
AAA,2013.02.05.,,,,,,,,,HUF,,1.7413773875E10
AAA,2013.02.06.,262.0,10.0,2620.0,8.920059921013209,1,262.0,262.0,262.0,HUF,262.0,1.775256325E10
AAA,2013.02.07.,,,,,,,,,HUF,,1.775256325E10
AAA,2013.02.08.,,,,,,,,,HUF,,1.775256325E10
AAA,2013.02.11.,,,,,,,,,HUF,,1.775256325E10
AAA,2013.02.12.,,,,,,,,,HUF,,1.775256325E10
AAA,2013.02.13.,,,,,,,,,HUF,,1.775256325E10
AAA,2013.02.14.,,,,,,,,,HUF,,1.775256325E10
AAA,2013.02.15.,237.0,24835.0,5896010.0,20182.82956218122,24,265.0,223.0,265.0,HUF,237.4072881014697,1.6058616375E10
AAA,2013.02.18.,227.0,4950.0,1123650.0,3849.9623106969093,2,227.0,227.0,227.0,HUF,227.0,1.5381037625E10
AAA,2013.02.19.,222.0,860.0,190920.0,656.4208354822073,4,222.0,222.0,222.0,HUF,222.0,1.504224825E10
AAA,2013.02.20.,230.0,200.0,46000.0,158.20608061631586,1,230.0,230.0,230.0,HUF,230.0,1.558431125E10
AAA,2013.02.21.,231.0,5.0,1155.0,3.946694003075346,1,231.0,231.0,231.0,HUF,231.0,1.5652069125E10
AAA,2013.02.22.,232.0,11210.0,2616428.0,8935.582801133842,20,225.0,225.0,239.0,HUF,233.40124888492417,1.5719827E10
